session_id,frame_index,target_x,target_y,target_flux,target_sky,comp_flux_sum,n_comps_ok,t_utc,MJD-OBS,airmass,TELALT,WEATHER,sky_level,CAMTEMP,target,rel_flux,norm_flux,target_only_norm,bjd_tdb
CoRoT-2__2026-08-16,17,380.20190539359754,218.36867742438866,9458.0,38.0,59220.0,8,2026-08-16 05:33:16.090000+00:00,61268.231,1.161812265880786,59.398,97,408.0,279.0,CoRoT-2,0.159709557581898,0.9993161104463528,0.7588863034582364,2461268.7365354775
CoRoT-2__2026-08-16,18,380.9004168438888,215.28398034257862,10823.0,34.0,67180.0,8,2026-08-16 05:36:16.577000+00:00,61268.234,1.1632195714831928,59.281,97,406.0,280.0,CoRoT-2,0.1611044953855314,1.008044353397791,0.8684104950653936,2461268.7395353434
CoRoT-2__2026-08-16,19,380.37144065512416,211.01043706499692,11036.0,34.0,69339.0,8,2026-08-16 05:39:16.083000+00:00,61268.236,1.1648172383344508,59.149,97,406.0,280.0,CoRoT-2,0.15916006864823548,0.9958779120552554,0.8855010832062906,2461268.7415352543
CoRoT-2__2026-08-16,20,378.90837078232653,213.32937031104856,10531.0,35.0,66851.0,8,2026-08-16 05:42:15.501000+00:00,61268.238,1.1666211630413752,59.001,97,407.0,280.0,CoRoT-2,0.15752943112294507,0.9856748761568843,0.8449811441867929,2461268.7435351647
CoRoT-2__2026-08-16,21,381.8417966339725,212.80663138526947,8114.5,42.0,50432.0,8,2026-08-16 05:45:15.974000+00:00,61268.24,1.168635766665956,58.837,97,411.0,279.0,CoRoT-2,0.16089982550761422,1.0067637167882952,0.6510872181657706,2461268.745535075
CoRoT-2__2026-08-16,22,379.02538531085196,211.49994585074046,9281.0,38.0,58735.0,8,2026-08-16 05:48:15.419000+00:00,61268.242,1.1708411134753505,58.659,97,410.0,280.0,CoRoT-2,0.15801481229250022,0.988711946885698,0.7446842654256599,2461268.747534986
CoRoT-2__2026-08-16,23,378.50140170816013,209.59842841455307,10700.0,36.0,67669.0,8,2026-08-16 05:51:15.915000+00:00,61268.244,1.1732671147785303,58.465,97,408.0,280.0,CoRoT-2,0.15812262631337837,0.989386548266021,0.8585412821952981,2461268.7495348966
CoRoT-2__2026-08-16,24,378.0481087363787,210.72429746025742,10909.0,39.0,67440.0,8,2026-08-16 05:54:15.383000+00:00,61268.246,1.175907086191344,58.256,97,408.0,279.0,CoRoT-2,0.16175860023724792,1.012137142371339,0.8753109203241595,2461268.751534807
CoRoT-2__2026-08-16,25,374.35225847692374,209.91995978164496,10914.0,35.0,69183.0,8,2026-08-16 05:57:15.987000+00:00,61268.248,1.1787415277484197,58.034,97,407.0,280.0,CoRoT-2,0.15775551797406878,0.9870895205658274,0.8757121078392041,2461268.7535347175
CoRoT-2__2026-08-16,26,375.52144973136836,210.83453856922492,7985.0,50.0,50460.0,8,2026-08-16 06:00:15.422000+00:00,61268.25,1.181802235308976,57.797,97,412.0,277.0,CoRoT-2,0.15824415378517637,0.990146955860083,0.6406964615261173,2461268.755534628
