target,session_id,track_id,n_points,depth_pct,significance_sigma,median_flux,rms_ppt,expected_depth_pct,n_field_stars,field_p_value,field_sigma_95,field_sigma_median,depth_ratio
CoRoT-2,CoRoT-2__2026-08-16,691,85,0.9953747707302482,1.2670861979065953,1021.0,37.14337993294217,2.75,263,0.23193916349809887,2.2539087962604873,0.39203035471863035,0.3619544620837266
CoRoT-2,CoRoT-2__2026-08-16,770,85,0.7481217759180899,1.266203431351182,1185.0,28.57093215811363,2.75,263,0.23574144486692014,2.2539087962604873,0.39203035471863035,0.2720442821520327
CoRoT-2,CoRoT-2__2026-08-09,861,86,1.4679156778979268,1.2604050510438596,3681.0,56.062061772721194,2.75,282,0.20921985815602837,2.345843003162465,0.2578296935627411,0.5337875192356097
CoRoT-2,CoRoT-2__2026-08-09,835,84,1.2735485609788257,1.2509227678020003,592.0,47.690413522229086,2.75,282,0.2127659574468085,2.345843003162465,0.2578296935627411,0.4631085676286639
CoRoT-2,CoRoT-2__2026-08-09,801,85,1.0694165857158682,1.243625213592769,761.0,40.586423665766205,2.75,282,0.21631205673758866,2.345843003162465,0.2578296935627411,0.3888787584421339
CoRoT-2,CoRoT-2__2026-08-16,779,85,0.7014652465210778,1.2419030698184894,1365.5,27.343702728467747,2.75,263,0.23954372623574144,2.2539087962604873,0.39203035471863035,0.2550782714622101
CoRoT-2,CoRoT-2__2026-08-16,742,84,1.156793881287683,1.2416209603831594,863.75,44.52402470596054,2.75,263,0.24334600760456274,2.2539087962604873,0.39203035471863035,0.42065232046824835
CoRoT-2,CoRoT-2__2026-08-16,998,85,1.9744783588305943,1.2409484773490267,3634.0,75.96932664640516,2.75,263,0.24714828897338403,2.2539087962604873,0.39203035471863035,0.7179921304838525
CoRoT-2,CoRoT-2__2026-08-09,889,85,0.8020294763904099,1.2384976401826684,1102.0,30.498398205521468,2.75,282,0.2198581560283688,2.345843003162465,0.2578296935627411,0.2916470823237854
CoRoT-2,CoRoT-2__2026-08-09,701,82,1.6339801115805956,1.2368460290325247,513.5,61.07055946474485,2.75,282,0.22340425531914893,2.345843003162465,0.2578296935627411,0.5941745860293075
CoRoT-2,CoRoT-2__2026-08-16,811,85,0.7142698339050809,1.2193803836878285,9425.5,27.954255334741486,2.75,263,0.2509505703422053,2.2539087962604873,0.39203035471863035,0.25973448505639307
CoRoT-2,CoRoT-2__2026-08-16,403,85,1.3254551936698045,1.2151621331874707,827.0,52.443970884240805,2.75,263,0.25475285171102663,2.2539087962604873,0.39203035471863035,0.4819837067890198
CoRoT-2,CoRoT-2__2026-08-09,530,84,0.7373900212048385,1.1946398857460934,1593.5,28.93740373875195,2.75,282,0.22695035460992907,2.345843003162465,0.2578296935627411,0.26814182589266855
CoRoT-2,CoRoT-2__2026-08-16,672,82,1.1729028817404135,1.1833387028309517,818.75,46.19081984450856,2.75,263,0.2585551330798479,2.2539087962604873,0.39203035471863035,0.4265101388146958
CoRoT-2,CoRoT-2__2026-08-16,920,85,0.8855608289132036,1.18282190278119,1000.5,36.19249851113923,2.75,263,0.2623574144486692,2.2539087962604873,0.39203035471863035,0.3220221196048013
CoRoT-2,CoRoT-2__2026-08-16,1047,85,1.0685111187550251,1.1720792664143875,864.0,44.27591224390123,2.75,263,0.2661596958174905,2.2539087962604873,0.39203035471863035,0.3885494977291
CoRoT-2,CoRoT-2__2026-08-16,720,85,1.4610587936434396,1.1711893119255068,636.0,60.626901184014926,2.75,263,0.26996197718631176,2.2539087962604873,0.39203035471863035,0.5312941067794326
CoRoT-2,CoRoT-2__2026-08-16,681,85,0.9889034333995168,1.1616166788500961,879.5,41.12927194959418,2.75,263,0.2737642585551331,2.2539087962604873,0.39203035471863035,0.3596012485089152
CoRoT-2,CoRoT-2__2026-08-16,350,78,1.4904944171187864,1.1468812413160943,648.5,58.28250833461275,2.75,263,0.27756653992395436,2.2539087962604873,0.39203035471863035,0.5419979698613768
CoRoT-2,CoRoT-2__2026-08-09,643,86,0.7914112902191878,1.1247104101644134,1184.5,33.56710565497265,2.75,282,0.23049645390070922,2.345843003162465,0.2578296935627411,0.28778592371606826
