track_id,x_first,y_first,median_flux,max_peak,persistence,session_id,in_ensemble,rms_ppt,n_points
329,61.74200741547741,411.2027108703057,998.2022094726562,723.0,1.0,TRES-5__2026-08-26,False,30.64268836018186,74
330,174.50133333333332,412.4477948717949,4850.476470947266,1147.0,1.0,TRES-5__2026-08-26,True,8.92139520534548,74
332,35.887005822203676,413.91327455166805,1080.5506896972656,672.0,1.0,TRES-5__2026-08-26,False,32.19558685778381,74
334,498.263637456589,417.7270997243596,12954.415313720703,1703.0,1.0,TRES-5__2026-08-26,True,5.398228142310345,74
336,138.49394347240914,421.04396590399284,2168.32177734375,783.0,1.0,TRES-5__2026-08-26,False,17.42212938083993,74
337,220.04624498095376,420.6333494067655,556.1322021484375,639.0,1.0,TRES-5__2026-08-26,False,50.10383653091226,74
338,177.75174920490687,424.10131758291686,10889.784973144531,1639.0,1.0,TRES-5__2026-08-26,True,6.69321037589296,74
339,234.69317935290607,424.29043280623137,738.15087890625,637.0,1.0,TRES-5__2026-08-26,False,40.41998088281521,74
340,523.4359671258858,427.3205165635138,1289.378173828125,674.0,1.0,TRES-5__2026-08-26,False,27.335280307372596,74
341,85.71246740202338,427.1362542775365,440.3891906738281,596.0,1.0,TRES-5__2026-08-26,False,54.943166369570505,74
342,493.4533183027644,428.1416400677299,1614.49609375,692.0,1.0,TRES-5__2026-08-26,False,18.08854466283987,74
346,227.6532040681813,430.448590539508,600.6955261230469,692.0,1.0,TRES-5__2026-08-26,False,43.21074267803197,74
347,291.24214734437464,433.29725870930895,3459.8042602539062,860.0,1.0,TRES-5__2026-08-26,True,12.15679451979656,74
350,202.41342318633775,442.5690079549322,8625.279357910156,1411.0,1.0,TRES-5__2026-08-26,True,6.235455929728023,74
351,434.2897202854627,441.04852271566534,1087.6126403808594,649.0,1.0,TRES-5__2026-08-26,False,27.88213075300589,74
352,135.51521585279548,443.43099787685776,1378.614501953125,696.0,1.0,TRES-5__2026-08-26,False,23.904181632565294,74
353,377.3332223329757,443.9358631114695,1708.5914916992188,708.0,1.0,TRES-5__2026-08-26,False,17.73857658818294,74
355,21.997982514487287,452.5735766397451,1792.147216796875,738.0,1.0,TRES-5__2026-08-26,False,23.089960448929663,74
359,10.71590509494685,456.67042813157417,162.58853149414062,584.0,0.9459459459459459,TRES-5__2026-08-26,False,113.96453697203994,68
361,246.48744340753032,465.2909897823854,663.74560546875,818.0,1.0,TRES-5__2026-08-26,False,55.52899223914275,74
364,426.0698012636067,466.0913304453316,270.6885986328125,642.0,1.0,TRES-5__2026-08-26,False,59.629608467157716,74
365,114.02849002849003,467.537037037037,728.4490966796875,638.0,1.0,TRES-5__2026-08-26,False,33.06389673037719,74
366,252.11770134105026,467.2804777347372,561.0531005859375,609.0,0.9864864864864865,TRES-5__2026-08-26,False,46.64571919735817,73
367,177.50353627681952,468.73512099066187,848.5412292480469,640.0,1.0,TRES-5__2026-08-26,False,34.15806245743351,74
368,298.0686677012173,472.66000204217926,1379.6115112304688,1241.0,1.0,TRES-5__2026-08-26,False,22.781445512890887,74
369,127.00704776820673,474.2905246671887,1311.6911315917969,905.0,1.0,TRES-5__2026-08-26,False,25.26802064630349,74
370,184.41329434205608,475.2886588252255,2551.848663330078,778.0,1.0,TRES-5__2026-08-26,False,15.401137982388635,74
372,75.58497170137194,475.46899838729865,2747.447967529297,1005.0,1.0,TRES-5__2026-08-26,False,15.303411140374365,74
373,88.34124176711171,474.1410176688777,643.2724609375,887.0,1.0,TRES-5__2026-08-26,False,42.44960339066048,74
374,382.14474358469,473.62333441548805,199.61370849609375,648.0,0.9054054054054054,TRES-5__2026-08-26,False,60.712350248195,67
375,103.9825327510917,474.8602620087336,223.6785888671875,579.0,0.9864864864864865,TRES-5__2026-08-26,False,68.3247128402813,73
377,472.50632362250013,480.7444198493894,1832.0997924804688,701.0,1.0,TRES-5__2026-08-26,False,17.813515449518178,74
378,203.1712962962963,485.375,373.9080505371094,882.0,1.0,TRES-5__2026-08-26,False,51.764782034885954,73
379,284.97641509433964,485.6179245283019,278.55157470703125,583.0,1.0,TRES-5__2026-08-26,False,69.66123931846695,73
393,486.3141246841385,106.94066066936165,197.3665771484375,602.0,0.9594594594594594,TRES-5__2026-08-26,False,82.19333402639623,71
